ID,Name,Latitude,Longitude,Phone,Email,Address,Web,Categoria
82675,Ibis Madrid Centro Las Ventas,40.430615637390,-3.664230108261,(+34 )91 080 37 10,h7438@accor.com,"Julio Camba, 1",http://www.esmadrid.com/alojamientos/ibis-madrid-centro-ventas,alojamientos
82647,The Walt Madrid,40.421159972462,-3.702924996615,(+34) 91 531 71 11,info@thewaltmadrid.es,"del Barco, 3",http://www.esmadrid.com/alojamientos/walt-madrid,alojamientos
80541,DoubleTree by Hilton Madrid - Prado,40.415170200000,-3.696794600000,(+34) 91 360 08 20,Madrid_Prado_Info@hilton.com,"San Agustín, 3",http://www.esmadrid.com/alojamientos/doubletree-hilton-madrid-prado,alojamientos
79522,T&oacute;tem Madrid,40.426438239124,-3.685430288315,(+34) 91 426 00 35,info@totem-madrid.com,"Hermosilla, 23",http://www.esmadrid.com/alojamientos/totem-madrid,alojamientos
78018,Vincci The Mint,40.419578500000,-3.698562600000,(+34) 91 203 06 50,,"Gran Vía, 10",http://www.esmadrid.com/alojamientos/vincci-mint,alojamientos
77420,Only You Hotel Atocha,40.407290000000,-3.688120000000,+34 914 09 78 76,atocha@onlyyouhotels.com,"de la Infanta Isabel, 13",http://www.esmadrid.com/alojamientos/only-you-hotel-atocha,alojamientos
76684,Eurostars Central,40.427073500000,-3.698533300000,(+34) 91 396 71 80,reservas@eurostarscentral.com,"Mejia Lequerica, 10",http://www.esmadrid.com/alojamientos/eurostars-central,alojamientos
76363,Novotel Madrid Center,40.422072723627,-3.672437667847,(+34) 91 221 40 60,info@novotelmadridcenter.com,"O´Donnell, 53",http://www.esmadrid.com/alojamientos/novotel-madrid-center,alojamientos
74876,Dear Hotel,40.423357088519,-3.710468709469,(+34) 91 412 32 00,reservas@dearhotel.com,"Gran Vía, 80",http://www.esmadrid.com/alojamientos/dear-hotel,alojamientos
67867,Castilla II,40.415797564532,-3.704983592033,(+34) 91 532 57 38,info@hostalcastilla.com,"Marqués Viudo de Pontejos, 2",http://www.esmadrid.com/alojamientos/castilla-ii,alojamientos
67866,DormirDcine,40.436320100000,-3.679371900000,(+34) 91 411 08 09,info@dormirdcine.com,"Príncipe de Vergara, 87",http://www.esmadrid.com/alojamientos/dormirdcine,alojamientos
67865,NH Madrid Alonso Mart&iacute;nez,40.428725019095,-3.696223497391,(+34) 91 594 02 13,nhalonsomartinez@nh-hotels.com,"Santa Engracia, 5",http://www.esmadrid.com/alojamientos/nh-madrid-alonso-martinez,alojamientos
67864,The Hat,40.414312922895,-3.707070350647,(+34) 91 772 85 72,info@thehatmadrid.com,"Imperial, 9",http://www.esmadrid.com/alojamientos/the-hat,alojamientos
67863,URSO Hotel &amp; Spa Madrid,40.427005857836,-3.698079586029,(+34) 91 444 44 58,info@hotelurso.com,"Mejía Lequerica, 8",http://www.esmadrid.com/alojamientos/urso-hotel-spa-madrid,alojamientos
67862,One Shot 04,40.420925146334,-3.691336512566,(+34) 91 182 00 70,recoletos04@oneshothotels.com,"Salustiano Olózaga, 4",http://www.esmadrid.com/alojamientos/one-shot-04,alojamientos
67861,Hotel Indigo,40.420706655201,-3.707402944565,(+34) 91 200 85 85,info@indigomadrid.com,"de Silva, 6",http://www.esmadrid.com/alojamientos/hotel-indigo,alojamientos
67860,One Shot Luchana 22,40.430221592821,-3.700126111507,(+34) 91 292 29 40,luchana22@oneshothotels.com,"Luchana, 22",http://www.esmadrid.com/alojamientos/one-shot-luchana,alojamientos
67859,One Shot Prado 23,40.415108000000,-3.698133400000,(+34) 914 20 40 01,prado23@oneshothotels.com,"del Prado, 23",http://www.esmadrid.com/alojamientos/one-shot-prado-23,alojamientos
67858,Safestay Madrid,40.428008366952,-3.698248565197,+34 91445 03 00,reception-madrid@safestay.com,"Sagasta, 22",http://www.esmadrid.com/alojamientos/safestay-madrid,alojamientos
67857,La posada de El Chafl&aacute;n,40.466872400000,-3.674466400000,(+34) 91 345 04 50,posada@laposadadeelchaflan.com,"de Pío XII, 34",http://www.esmadrid.com/alojamientos/la-posada-de-el-chaflan,alojamientos
67856,Senator Barajas,40.458780778228,-3.582505881786,(+34) 91 747 13 55,reservas@playasenator.com,"del Galeón, 27",http://www.esmadrid.com/alojamientos/senator-barajas,alojamientos
67855,NH Collection Madrid Suecia,40.417817196366,-3.696282505989,(+34) 91 200 05 70,nhcollectionsuecia@nh-hotels.com,"Marqués de Casa Riera, 4",http://www.esmadrid.com/alojamientos/nh-collection-madrid-suecia,alojamientos
67854,Exe Moncloa,40.433731700000,-3.717543500000, (+34) 91 745 92 99,reservas@hotelexemoncloa.com,"Arcipreste de Hita, 10",http://www.esmadrid.com/alojamientos/exe-moncloa,alojamientos
67853,Only You Boutique Hotel Madrid,40.422220900000,-3.695704500000,(+34) 91 005 22 22,madrid@onlyyouhotels.com,"Barquillo, 21",http://www.esmadrid.com/alojamientos/only-you-boutique-hotel-madrid,alojamientos
67852,Hotel Travelodge Madrid Alcal&aacute;,40.437075200000,-3.631172000000,(+ 34) 91 260 84 40,madrid.alcala@travelodge.co.uk,"Santa Leonor, , 34",http://www.esmadrid.com/alojamientos/hotel-travelodge-madrid-alcala,alojamientos
67850,Holiday Inn Madrid - Calle Alcal&aacute;,40.439347800000,-3.632080600000,(+34) 91 375 68 00,info@himadrid.es,"Alcalá, 476",http://www.esmadrid.com/alojamientos/holiday-inn-madrid-calle-alcala,alojamientos
67849,Eurostars Plaza Mayor,40.413030900000,-3.703946300000,(+34) 91 330 86 60 ,reservas@eurostarsplazamayor.com,"Doctor Cortezo , 10",http://www.esmadrid.com/alojamientos/eurostars-plaza-mayor,alojamientos
67251,Lapepa Chic B&amp;B,40.415828196408,-3.695585131645,(+34) 648 47 47 42,hola@lapepa-bnb.com,"de las Cortes , 4-7º Drch.",http://www.esmadrid.com/alojamientos/lapepa-chic-b-b,alojamientos
67762,Artistic B&amp;B,40.413876407516,-3.698247894645,(+34) 654 368 611,info@artisticbandb.com,"Lope de Vega, 11. 3º",http://www.esmadrid.com/alojamientos/artistic-b-b,alojamientos
67761,Hotel Sardinero Madrid,40.427898900000,-3.695749500000,(34) 91 206 21 60 ,madrid@sardinerohoteles.com,"Alonso Martínez, 3",http://www.esmadrid.com/alojamientos/hotel-sardinero-madrid,alojamientos
67250,Artrip Hotel,40.407191600000,-3.700035900000,(+34) 91 539 32 82,info@artriphotel.com,"Valencia, 11",http://www.esmadrid.com/alojamientos/artrip-hotel,alojamientos
67847,Hotel Petit Palace Lealtad Plaza,40.416787988123,-3.691036105156,(+34) 91 522 45 47,lealtad@petitpalace.com,"Antonio Maura, 5",http://www.esmadrid.com/alojamientos/hotel-petit-palace-lealtad-plaza,alojamientos
67760,Hotel Petit Palace Savoy Alfonso XII,40.417167816808,-3.689335584641,(+34) 91 522 19 20,alfonsoxii@petitpalace.com,"Alfonso XII, 18",http://www.esmadrid.com/alojamientos/hotel-petit-palace-savoy-alfonso-xii,alojamientos
67759,Hotel Petit Palace Santa B&aacute;rbara,40.426438239124,-3.696341514587,(+34) 91 391 44 21,santabarbara@petitpalace.com,"Santa Bárbara, 10",http://www.esmadrid.com/alojamientos/hotel-petit-palace-santa-barbara,alojamientos
67758,La Posada del Drag&oacute;n,40.413124800000,-3.708570500000,(+34) 91 119 14 24,info@posadadeldragon.com,"Cava Baja, 14",http://www.esmadrid.com/alojamientos/la-posada-del-dragon,alojamientos
67846,Catalonia Plaza Mayor,40.413128900000,-3.700768700000,(+34) 91 369 44 09,plazamayor@cataloniahotels.com,"Atocha, 36",http://www.esmadrid.com/alojamientos/catalonia-plaza-mayor,alojamientos
67802,Catalonia Atocha,40.411858189077,-3.697924017906,(+34) 91 420 37 70,atocha@cataloniahotels.com,"Atocha, 81",http://www.esmadrid.com/alojamientos/catalonia-atocha,alojamientos
67757,Hotel NH Ribera del Manzanares,40.406323477313,-3.721554279327,(+34) 91 600 81 46,nhriberadelmanzanares@nh-hotels.com,"Virgen del Puerto, 57",http://www.esmadrid.com/alojamientos/hotel-nh-ribera-del-manzanares,alojamientos
67249,Posada del Le&oacute;n de Oro,40.413190740800,-3.708535507321,(+34) 91 119 14 94,info@posadadelleondeoro.com,"de la Cava Baja, 12",http://www.esmadrid.com/alojamientos/posada-del-leon-de-oro,alojamientos
67801,Hotel NH Collection Madrid Palacio de Tepa,40.413836800000,-3.701579900000,(+34) 91 389 64 90 ,nhcollectionpalaciodetepa@nh-hotels.com,"San Sebastián , 2",http://www.esmadrid.com/alojamientos/nh-palacio-de-tepa,alojamientos
67800,Suites 33,40.422135400000,-3.710495000000,(+34) 91 758 38 50,reservas@exesuites33.com,"Leganitos, 33",http://www.esmadrid.com/alojamientos/suites-33,alojamientos
67799,SHS Aeropuerto,40.449258000000,-3.548333000000,(+34) 91 746 70 80,aeropuerto@shshoteles.com,"del Aeropuerto, 22",http://www.esmadrid.com/alojamientos/shs-aeropuerto,alojamientos
67248,Barajas Plaza,40.473062900000,-3.577139400000,(+34) 91 301 00 81,hotelbarajasplaza@hotmail.com,"Camarillas , 5-7",http://www.esmadrid.com/alojamientos/barajas-plaza,alojamientos
67845,Crowne Plaza Madrid Airport,40.447240988852,-3.542017936707,(+34) 91 206 34 10 ,recepcion@crowneplazamadrid.com,"de Lola Flores, 1",http://www.esmadrid.com/alojamientos/crowne-plaza-madrid-airport,alojamientos
67626,Hotel  Nuevo Boston,40.449094346471,-3.576800823212,(+34) 91 748 16 13,info@hotelnuevoboston.com,"Aragón, 332",http://www.esmadrid.com/alojamientos/hotel-nuevo-boston,alojamientos
67798,Tach by Clement Hoteles,40.472905800000,-3.585369200000,(+34) 91 301 07 21,info@tach-hotel.es,"Timón, 35",http://www.esmadrid.com/alojamientos/tach-by-clement-hoteles,alojamientos
67797,Agora Juan de Austria,40.432109400000,-3.699241400000,(+34) 902 886 386,,"de Juan de Austria, 5",http://www.esmadrid.com/alojamientos/agora-juan-de-austria,alojamientos
67844,AC Atocha,40.403859800000,-3.690070200000,(+34) 91 506 22 21,acatocha@ac-hotels.com,"Delicias, 42",http://www.esmadrid.com/alojamientos/ac-atocha,alojamientos
67756,Hotel Santo Domingo,40.420678800000,-3.708356900000,(+34) 91 547 98 00,reserva@hotelsantodomingo.es,"San Bernardo, 1",http://www.esmadrid.com/alojamientos/hotel-santo-domingo,alojamientos
67619,Hostal Gala,40.419616230899,-3.708194196224,(+34) 91 032 51 19,info@hostalgala.com,"Costanilla de los Ángeles, 15",http://www.esmadrid.com/alojamientos/hostal-gala,alojamientos
67247,Espahotel Gran V&iacute;a,40.422617918079,-3.709979206324,(+34) 91 541 31 70,granvia@espahotel.es,"Gran Vía, 65",http://www.esmadrid.com/alojamientos/espahotel-gran-via,alojamientos
67755,The Principal Madrid Hotel,40.419357600000,-3.697188900000,(+34) 91 521 87 43,info@theprincipalmadridhotel.com,"Marqués de Valdeiglesias, 1",http://www.esmadrid.com/alojamientos/principal-madrid-hotel,alojamientos
67843,"Radisson Blu Hotel, Madrid Prado",40.412519873231,-3.694168925285,(+34) 91 524 26 26,info.madrid@radissonblu.com,"de Moratín, 52",http://www.esmadrid.com/alojamientos/radisson-blu-hotel-madrid-prado,alojamientos
67842,Mayerling,40.413449300000,-3.704942900000,(+34) 91 420 15 80,recepcion@mayerlinghotel.com ,"Conde de Romanones, 6",http://www.esmadrid.com/alojamientos/mayerling,alojamientos
67841,Urban Sea Atocha 113,40.410375502812,-3.694608807564,(+34) 91 369 28 95,recepcionatocha@blueseahotels.es,"Atocha , 113",http://www.esmadrid.com/alojamientos/urban-sea-atocha-113,alojamientos
67245,Axor Feria,40.447461434947,-3.583130836487,(+34) 91 312 23 79,info@axorhoteles.com,"Campezo, 4",http://www.esmadrid.com/alojamientos/axor-feria,alojamientos
67246,Axor Barajas Plus,40.447820678887,-3.583012819290,(+34) 91 312 19 60,info@axorhoteles.com,"Campezo, 4",http://www.esmadrid.com/alojamientos/axor-barajas-plus,alojamientos
67754,Oxum,40.422020100000,-3.699914600000,(+34) 91 521 71 79,hostaloxum@hotmail.es,"Hortaleza, 31, 3 Ext.",http://www.esmadrid.com/alojamientos/oxum,alojamientos
67244,Apartosuites Jardines de Sabatini,40.420970069657,-3.714907765389,(+34) 91 542 59 00,reservas@jardinesdesabatini.com,"Cuesta de San Vicente, 16",http://www.esmadrid.com/alojamientos/apartosuite-jardines-de-sabatini,alojamientos
67840,Mirador de Chamart&iacute;n,40.482964227116,-3.671085834503,(+34) 91 768 01 41,reservas@miradordechamartin.com,"del Arte, 14",http://www.esmadrid.com/alojamientos/mirador-de-chamartin,alojamientos
67747,&Aacute;rtico,40.436438700000,-3.715610100000,(+34) 91 543 15 12,,"Donoso Cortés, 69",http://www.esmadrid.com/alojamientos/artico,alojamientos
67751,Splendid,40.419757800000,-3.700231800000,(+34) 91 522 47 37 ,hostalsplendid@hotmail.com ,"Gran Vía, 15-5º A",http://www.esmadrid.com/alojamientos/splendid,alojamientos
67749,Felipe V,40.419818300000,-3.700161600000,(+34)  91 522 61 43,hostalfelipev@hostalfelipev.com,"Gran Vía, 15-4º d",http://www.esmadrid.com/alojamientos/felipe-v,alojamientos
67748,Los &Aacute;ngeles,40.447333000000,-3.702055800000,(+34) 91 533 03 75,,"Artistas, 18",http://www.esmadrid.com/alojamientos/los-angeles,alojamientos
67753,Suites Barrio de Salamanca,40.436356584452,-3.685717284679,(+34) 91 825 59 00,info@hotelbarriodesalamanca.es,"General Oraa, 17",http://www.esmadrid.com/alojamientos/suites-barrio-de-salamanca,alojamientos
67796,Hotel &Uacute;nico,40.428461600000,-3.686210800000,(+34) 91 781 01 73,info@unicohotelmadrid.com,"Claudio Coello, 67",http://www.esmadrid.com/alojamientos/hotel-unico,alojamientos
67795,Aparthotel Encasa,40.404695000000,-3.591358100000,(+34) 91 371 63 83,recepcion@aparthotelencasa.es,"Vicálvaro a la estación de O´Donnell, 18",http://www.esmadrid.com/alojamientos/aparthotel-encasa,alojamientos
67744,Rofer,40.408386282875,-3.710927367210,(+34) 91 366 39 69,hostalrofer@hostalrofer.com,"Toledo, 94 2-D",http://www.esmadrid.com/alojamientos/rofer,alojamientos
67746,Pensi&oacute;n Stella,40.420235300000,-3.705348200000,(+34) 915 31 14 84,gestionhostalesgv@gmail.com,"Gran Vía , 44, 5",http://www.esmadrid.com/alojamientos/pension-stella,alojamientos
67743,Rico,40.421998192956,-3.700819462538,(+34) 91 531 09 28,hostal.rico@hotmail.com,"de Fuencarral, 22-1º D",http://www.esmadrid.com/alojamientos/rico,alojamientos
67793,Matheu,40.415973700000,-3.701994900000,(+34) 91 521 49 43,reservas@hostalmatheu.com,"de la Victoria, 6",http://www.esmadrid.com/alojamientos/matheu,alojamientos
67790,Patria,40.416534767809,-3.705974668264,(+34) 91 366 21 87,hostal_patria_madrid@yahoo.es,"Mayor, 10 - 4º",http://www.esmadrid.com/alojamientos/patria,alojamientos
67742,Playa,40.416492400000,-3.703172400000,(+34) 91 521 38 44,info@hostalplaya.com ,"de la Victoria, 2-4º Izq.",http://www.esmadrid.com/alojamientos/playa,alojamientos
67745,Santa B&aacute;rbara,40.427418297204,-3.696502447128,(+34) 91 446 23 45,santabarbara_h@yahoo.es,"Santa Bárbara, 4-3º",http://www.esmadrid.com/alojamientos/santa-barbara,alojamientos
67741,Hostal Pacios,40.413385771061,-3.701652288437,(+34) 91 369 33 71 ,info@hostalpacios.es,"Atocha, 28-2º A",http://www.esmadrid.com/alojamientos/hostal-pacios,alojamientos
67740,Hostal Oriente,40.417839400000,-3.708986600000,(+34) 91 548 03 14,info@hostaloriente.es,"Arenal, 23-1º I",http://www.esmadrid.com/alojamientos/hostal-oriente,alojamientos
67839,Naranjos I,40.412865600000,-3.703823400000,(+34) 91 369 39 34,hostalnaranjos15@gmail.com,"Doctor Cortezo, 15-2º I",http://www.esmadrid.com/alojamientos/naranjos-i,alojamientos
67739,Pensi&oacute;n Mollo,40.410411000000,-3.695276000000,(+34) 91 528 71 76,,"Atocha, 104-4º",http://www.esmadrid.com/alojamientos/casa-de-huespedes-mollo,alojamientos
67738,Casa de hu&eacute;spedes La Muralla,40.421512900000,-3.701078300000,(+34)  911 260 076,info@hostalmurallas.com,"Fuencarral, 23-4º D",http://www.esmadrid.com/alojamientos/casa-de-huespedes-la-muralla,alojamientos
67788,Mendoza,40.419509000000,-3.703856900000,(+34) 91 531 39 50,,"Chinchilla, 4-1º D",http://www.esmadrid.com/alojamientos/mendoza,alojamientos
67787,Mayrit (Hostal Ivor y Hostal Mayrit ),40.417632800000,-3.707965600000,(+34) 91 548 04 03,reservas@hostalivor.com,"Arenal, 24-3º I",http://www.esmadrid.com/alojamientos/hostal-ivor-hostal-mayrit,alojamientos
67789,Hostal Miguel &Aacute;ngel,40.426146800000,-3.698146700000,(+34) 91 447 54 00,,"San Mateo, 21",http://www.esmadrid.com/alojamientos/hostal-miguel-angel,alojamientos
67243,Marlasca,40.415563800000,-3.701750700000,(+34) 91 521 48 38 ,correo@hostalmarlasca.net,"Cruz, 14-2º",http://www.esmadrid.com/alojamientos/marlasca,alojamientos
67242,Los Perales,40.426692700000,-3.707616000000,(+34) 91 522 71 91 ,,"La Palma , 61-1º Izq.",http://www.esmadrid.com/alojamientos/los-perales,alojamientos
67835,Internacional,40.416203400000,-3.699611300000,(+34) 91 429 62 09,contacto@hostalinternacional.com,"Echegaray, 5-2º D",http://www.esmadrid.com/alojamientos/internacional,alojamientos
67833,Guerra,40.416689500000,-3.701807300000,(+34) 91 522 55 77  ,contacto@hostalguerra.net,"San Jerónimo, 3",http://www.esmadrid.com/alojamientos/guerra,alojamientos
67834,Hostal Horizonte,40.413505700000,-3.701620600000,(+34) 91 369 09 96,info@hostalhorizonte.com,"Atocha, 28-2ºB",http://www.esmadrid.com/alojamientos/hostal-horizonte,alojamientos
67837,Alojamiento Ja&eacute;n,40.414309400000,-3.698094300000,(+34) 91 429 48 58,hjaen@aliste.info ,"Cervantes, 5-3º D",http://www.esmadrid.com/alojamientos/casa-de-huespedes-jaen,alojamientos
67838,Las Fuentes,40.417422900000,-3.708638300000,(+34) 91 542 18 53 ,reserva@hostallasfuentes.com,"Las Fuentes, 10-1º D",http://www.esmadrid.com/alojamientos/las-fuentes,alojamientos
67736,El Pasaje,40.416253500000,-3.701393200000,(+34) 91 521 29 95,reservas@elpasajehs.com,"Pozo, 4",http://www.esmadrid.com/alojamientos/el-pasaje,alojamientos
67737,Faustino,40.414911800000,-3.702637100000,(+34) 91 532 90 98,,"Cruz, 33",http://www.esmadrid.com/alojamientos/faustino,alojamientos
67735,El Catal&aacute;n,40.421449400000,-3.700349400000,(+34) 91 532 30 17 ,attcliente@hostalelcatalan.es,"Hortaleza, 17-2º I",http://www.esmadrid.com/alojamientos/el-catalan,alojamientos
67734,Edreira,40.411974700000,-3.698384600000,(+34) 91 429 01 84,miguelcarracedo@hostaledreira.com,"Atocha, 75-2º ",http://www.esmadrid.com/alojamientos/edreira,alojamientos
67733,Conchita II,40.419202800000,-3.709220200000,(+34) 915 47 50 61,,"Campomanes, 10-4º I",http://www.esmadrid.com/alojamientos/conchita-ii,alojamientos
67732,Abami 2,40.423293500000,-3.707524100000,(+34) 91 542 46 88,info@abami2.com,"San Bernardo, 35-2º I",http://www.esmadrid.com/alojamientos/abami-2,alojamientos
